project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Damanhour New power station,1,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,shelved,,900,,MW,point,31.086,30.429,,https://www.gem.wiki/Damanhour_New_power_station,shelved
Damanhour New power station,2,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,shelved,,900,,MW,point,31.086,30.429,,https://www.gem.wiki/Damanhour_New_power_station,shelved
Damanhour power plant,CC1,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1995,158,,MW,point,31.086,30.43,,https://www.gem.wiki/Damanhour_power_plant,operating
Damanhour power plant,EXT,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,mothballed,1991,300,,MW,point,31.086,30.43,,https://www.gem.wiki/Damanhour_power_plant,mothballed_plus
Damerjog Power Generation Station,Phase 1,gas_power_plant,,,Djibouti,announced,,50,,MW,point,11.573,43.15,,https://www.gem.wiki/Damerjog_Power_Generation_Station,proposed_plus
Damietta power plant,CC1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1993,400,,MW,point,31.381,31.724,,https://www.gem.wiki/Damietta_power_plant,operating
Damietta power plant,CC2,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1993,400,,MW,point,31.381,31.724,,https://www.gem.wiki/Damietta_power_plant,operating
Damietta power plant,CC3,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1993,400,,MW,point,31.381,31.724,,https://www.gem.wiki/Damietta_power_plant,operating
Dedisa power station,1,gas_power_plant,Dedisa Peaking Power (RF) Pty Ltd; Dedisa Peaking Power (RF) Pty Ltd; Dedisa Peaking Power (RF) Pty Ltd; Dedisa Peaking Power (RF) Pty Ltd,ENGIE SA [38.0%]; Legend Power Solutions Pty Ltd [27.0%]; Mitsui & Co Ltd [25.0%],South Africa,operating,2015,335,,MW,point,-33.743,25.673,,https://www.gem.wiki/Dedisa_power_station,operating
Delta III 2+ power station,1,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,announced,2023,143,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Delta_III_2+_power_station,proposed_plus
Delta IV 2+ power station,1,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,announced,2023,148.5,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Delta_IV_2+_power_station,proposed_plus
Delta IV 2+ power station,2,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,announced,2023,148.5,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Delta_IV_2+_power_station,proposed_plus
Delta IV 2+ power station,3,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,announced,2023,148.5,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Delta_IV_2+_power_station,proposed_plus
Delta IV 2+ power station,4,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,announced,2023,148.5,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Delta_IV_2+_power_station,proposed_plus
Derna Gas power station,GT1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,174,,MW,point,32.767,22.633,,https://www.gem.wiki/Derna_Gas_power_station,pre-construction
Derna Gas power station,GT2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,174,,MW,point,32.767,22.633,,https://www.gem.wiki/Derna_Gas_power_station,pre-construction
Derna Gas power station,GT3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,174,,MW,point,32.767,22.633,,https://www.gem.wiki/Derna_Gas_power_station,pre-construction
Derna Gas power station,GT4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,174,,MW,point,32.767,22.633,,https://www.gem.wiki/Derna_Gas_power_station,pre-construction
Derna Gas power station,GT5,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,174,,MW,point,32.767,22.633,,https://www.gem.wiki/Derna_Gas_power_station,pre-construction
Derna Gas power station,GT6,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,174,,MW,point,32.767,22.633,,https://www.gem.wiki/Derna_Gas_power_station,pre-construction
Derna Thermal power station,ST1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1985,65,,MW,point,32.781,22.587,,https://www.gem.wiki/Derna_Thermal_power_station,operating
Derna Thermal power station,ST2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1985,65,,MW,point,32.781,22.587,,https://www.gem.wiki/Derna_Thermal_power_station,operating
Dhar Doum CCGT power station,1,gas_power_plant,Office National de l'Electricité et de l'Eau Potable (Morocco),Office National de l'Electricité et de l'Eau Potable (Morocco),Morocco,announced,2028,400,,MW,point,35.056,-6.1991,,https://www.gem.wiki/Dhar_Doum_CCGT_power_station,proposed_plus
Dhar Doum CCGT power station,2,gas_power_plant,Office National de l'Electricité et de l'Eau Potable (Morocco),Office National de l'Electricité et de l'Eau Potable (Morocco),Morocco,announced,2028,400,,MW,point,35.056,-6.1991,,https://www.gem.wiki/Dhar_Doum_CCGT_power_station,proposed_plus
Dhar Doum CCGT power station,3,gas_power_plant,Office National de l'Electricité et de l'Eau Potable (Morocco),Office National de l'Electricité et de l'Eau Potable (Morocco),Morocco,announced,2028,400,,MW,point,35.056,-6.1991,,https://www.gem.wiki/Dhar_Doum_CCGT_power_station,proposed_plus
Dhar Doum CCGT power station,4,gas_power_plant,Office National de l'Electricité et de l'Eau Potable (Morocco),Office National de l'Electricité et de l'Eau Potable (Morocco),Morocco,announced,2028,400,,MW,point,35.056,-6.1991,,https://www.gem.wiki/Dhar_Doum_CCGT_power_station,proposed_plus
Dibabmba power station,1,gas_power_plant,Globeleq,Globeleq,Cameroon,operating,2009,88,,MW,point,3.9672,9.8178,,https://www.gem.wiki/Dibabmba_power_station,operating
Djelfa power station,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,construction,2024,600,,MW,point,35.439,2.9608,,https://www.gem.wiki/Djelfa_power_station,construction_plus
Djelfa power station,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,construction,2024,600,,MW,point,35.439,2.9608,,https://www.gem.wiki/Djelfa_power_station,construction_plus
Dodoma power station,1,gas_power_plant,Symbion Power Lake Kivu Ltd,Symbion Power LLC,Tanzania,operating,,55,,MW,point,-6.1589,35.749,,https://www.gem.wiki/Dodoma_power_station,operating
Dongo Kundu power station,1,gas_power_plant,Kenya Electricity Generating Company PLC,Kenya Electricity Generating Company PLC,Kenya,shelved,,700,,MW,point,-4.0091,39.565,,https://www.gem.wiki/Dongo_Kundu_power_station,shelved
Doğan Bey PowerShip power station,1,gas_power_plant,,,Sierra Leone,operating,2019,162,,MW,point,8.4912,-13.205,,https://www.gem.wiki/Doğan_Bey_PowerShip_power_station,operating
Edwaleni power station,1,gas_power_plant,Eswatini Electricity Co,Eswatini Electricity Co,Eswatini,announced,,250,,MW,point,-26.579,31.307,,https://www.gem.wiki/Edwaleni_power_station,proposed_plus
Egbema power station,1,gas_power_plant,Egbema Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,construction,2024,113,,MW,point,5.5656,6.7383,,https://www.gem.wiki/Egbema_power_station,construction_plus
Egbema power station,2,gas_power_plant,Egbema Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,construction,2024,113,,MW,point,5.5656,6.7383,,https://www.gem.wiki/Egbema_power_station,construction_plus
Egbema power station,2-1,gas_power_plant,Egbema Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2030,127,,MW,point,5.5656,6.7383,,https://www.gem.wiki/Egbema_power_station,proposed_plus
Egbema power station,3,gas_power_plant,Egbema Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,construction,2024,113,,MW,point,5.5656,6.7383,,https://www.gem.wiki/Egbema_power_station,construction_plus
Egbin power station,1,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,operating,1985,220,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,operating
Egbin power station,2,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,operating,1985,220,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,operating
Egbin power station,3,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,operating,1985,220,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,operating
Egbin power station,4,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,operating,1985,220,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,operating
Egbin power station,5,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,operating,1985,220,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,operating
Egbin power station,6,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,operating,1985,220,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,operating
Egbin power station,B,gas_power_plant,Egbin Power PLC; Egbin Power PLC; Egbin Power PLC,KEPCO Energy Resources Ltd [70.0%],Nigeria,announced,2025,1800,,MW,point,6.5637,3.6151,,https://www.gem.wiki/Egbin_power_station,proposed_plus
Ekrokpe-Erkrejegbe power station,1,gas_power_plant,Onose TBEA Energy,Onose TBEA Energy,Nigeria,cancelled,,200,,MW,point,5.5177,5.9039,,https://www.gem.wiki/Ekrokpe-Erkrejegbe_power_station,cancelled
Ekrokpe-Erkrejegbe power station,2,gas_power_plant,Onose TBEA Energy,Onose TBEA Energy,Nigeria,cancelled,,200,,MW,point,5.5177,5.9039,,https://www.gem.wiki/Ekrokpe-Erkrejegbe_power_station,cancelled
El Ameriya Refinery power station,1,gas_power_plant,Egyptian Petrochemicals Co,Egyptian Petrochemicals Holding Co,Egypt,operating,2000,105,,MW,point,31.008,29.845,,https://www.gem.wiki/El_Ameriya_Refinery_power_station,operating
El-Atf power plant,1,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2010,750,,MW,point,31.185,30.529,,https://www.gem.wiki/El-Atf_power_plant,operating
El-Shabab power station,New CC1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,750,,MW,point,30.465,31.923,,https://www.gem.wiki/El-Shabab_power_station,operating
El-Shabab power station,New CC2,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,750,,MW,point,30.465,31.923,,https://www.gem.wiki/El-Shabab_power_station,operating
El-Tebeen power plant,1,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2010,350,,MW,point,29.775,31.298,,https://www.gem.wiki/El-Tebeen_power_plant,operating
El-Tebeen power plant,2,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2010,350,,MW,point,29.775,31.298,,https://www.gem.wiki/El-Tebeen_power_plant,operating
Essakane Gold Mine power station,1,gas_power_plant,IAMGOLD Corp,IAMGOLD Corp,Burkina Faso,operating,,57,,MW,point,13.874,-0.91723,,https://www.gem.wiki/Essakane_Gold_Mine_power_station,operating
Ethiope power station,1,gas_power_plant,Ethiope Energy Ltd,Ethiope Energy Ltd,Nigeria,announced,2023,500,,MW,point,6.3734,5.6469,,https://www.gem.wiki/Ethiope_power_station,proposed_plus
Ethiope power station,2,gas_power_plant,Ethiope Energy Ltd,Ethiope Energy Ltd,Nigeria,announced,2024,500,,MW,point,6.3734,5.6469,,https://www.gem.wiki/Ethiope_power_station,proposed_plus
Ethydco power station,1,gas_power_plant,Egyptian Ethylene and Derivatives Company,Egyptian Petrochemicals Holding Co,Egypt,operating,2017,50,,MW,point,31.018,29.835,,https://www.gem.wiki/Ethydco_power_station,operating
Ethydco power station,2,gas_power_plant,Egyptian Ethylene and Derivatives Company,Egyptian Petrochemicals Holding Co,Egypt,operating,2017,50,,MW,point,31.018,29.835,,https://www.gem.wiki/Ethydco_power_station,operating
Ethydco power station,3,gas_power_plant,Egyptian Ethylene and Derivatives Company,Egyptian Petrochemicals Holding Co,Egypt,operating,2017,50,,MW,point,31.018,29.835,,https://www.gem.wiki/Ethydco_power_station,operating
F'Krina power station,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2004,146,,MW,point,35.767,7.3619,,https://www.gem.wiki/F'Krina_power_station,operating
F'Krina power station,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2004,146,,MW,point,35.767,7.3619,,https://www.gem.wiki/F'Krina_power_station,operating
Farcha power station,2,gas_power_plant,Societe Nationale d'Electricite du Tchad,Societe Nationale d'Electricite du Tchad,Chad,operating,,60,,MW,point,12.135,14.996,,https://www.gem.wiki/Farcha_power_station,operating
Farcha power station,3,gas_power_plant,Societe Nationale d'Electricite du Tchad,Societe Nationale d'Electricite du Tchad,Chad,announced,,90,,MW,point,12.135,14.996,,https://www.gem.wiki/Farcha_power_station,proposed_plus
Fekola Mine power station,1,gas_power_plant,,,Mali,operating,,64,,MW,point,12.538,-11.373,,https://www.gem.wiki/Fekola_Mine_power_station,operating
Feriana power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2005,120,,MW,point,34.905,8.5408,,https://www.gem.wiki/Feriana_power_station,operating
Feriana power station,2,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2009,120,,MW,point,34.905,8.5408,,https://www.gem.wiki/Feriana_power_station,operating
Francistown APR power station,1-13,gas_power_plant,Botswana Power Corp,Botswana Power Corp,Botswana,operating,2010,70,,MW,point,-21.167,27.519,,https://www.gem.wiki/Francistown_APR_power_station,operating
Fútila power station,1,gas_power_plant,Vavita Power SA,Vavita Power SA,Angola,pre-construction,2025,100,,MW,point,-5.3684,12.21,,https://www.gem.wiki/Fútila_power_station,pre-construction
Fútila power station,2,gas_power_plant,Vavita Power SA,Vavita Power SA,Angola,pre-construction,2025,100,,MW,point,-5.3684,12.21,,https://www.gem.wiki/Fútila_power_station,pre-construction
GECOL power plant 1,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2013,100,,MW,point,27.221,14.89,,https://www.gem.wiki/GECOL_power_plant_1,operating
GECOL power plant 2,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,,100,,MW,point,32.886,13.192,,https://www.gem.wiki/GECOL_power_plant_2,operating
Garri 1 Power Plant,1,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,operating,2003,110,,MW,point,16.12,32.692,,https://www.gem.wiki/Garri_1_Power_Plant,operating
Garri 1 Power Plant,2,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,operating,2003,110,,MW,point,16.12,32.692,,https://www.gem.wiki/Garri_1_Power_Plant,operating
Garri 2 Power Plant,1,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,operating,2007,110,,MW,point,16.119,32.697,,https://www.gem.wiki/Garri_2_Power_Plant,operating
Garri 2 Power Plant,2,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,operating,2007,110,,MW,point,16.119,32.697,,https://www.gem.wiki/Garri_2_Power_Plant,operating
Garri 3 Power Plant,1,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,construction,2024,187,,MW,point,16.117,32.697,,https://www.gem.wiki/Garri_3_Power_Plant,construction_plus
Garri 3 Power Plant,2,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,construction,2024,187,,MW,point,16.117,32.697,,https://www.gem.wiki/Garri_3_Power_Plant,construction_plus
Garri 3 Power Plant,3,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,construction,2024,187,,MW,point,16.117,32.697,,https://www.gem.wiki/Garri_3_Power_Plant,construction_plus
Garri 3 Power Plant,CC,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,pre-construction,2025,240,,MW,point,16.117,32.697,,https://www.gem.wiki/Garri_3_Power_Plant,pre-construction
Garri 4 Power Plant,1,gas_power_plant,Sudanese Thermal Power Generating Co Ltd,Sudanese Thermal Power Generating Co Ltd,Sudan,operating,2010,55,,MW,point,16.117,32.702,,https://www.gem.wiki/Garri_4_Power_Plant,operating
